gene_name	human_gene_id	human_protein_ids	OG_N0	pike_gene_id	salmon_gene_id	ratio	interacting_genes
ING3	ENSG00000071243	Q9NXR8	OG6v0007612.28	ENSELUG00000017956	ENSSSAG00000066577,ENSSSAG00000046181	1:1:2	ENSG00000004487,ENSG00000025293,ENSG00000120616,ENSG00000128908,ENSG00000135999,ENSG00000147162,ENSG00000169375
CGRRF1	ENSG00000100532	Q99675	OG6v0007706.28	ENSELUG00000008816	ENSSSAG00000095145,ENSSSAG00000074706	1:1:2	ENSG00000100528,ENSG00000116729,ENSG00000146648,ENSG00000148985,ENSG00000157303,ENSG00000160087,ENSG00000171135
COPS5	ENSG00000121022	Q92905	OG6v0007778.28	ENSELUG00000015314	ENSSSAG00000054399,ENSSSAG00000080584	1:1:2	ENSG00000070047,ENSG00000107581,ENSG00000111652,ENSG00000138663,ENSG00000141030,ENSG00000144524,ENSG00000168090
UBE2J1	ENSG00000198833	Q9Y385	OG6v0007850.28	ENSELUG00000017333	ENSSSAG00000041153,ENSSSAG00000039558	1:1:2	ENSG00000138942,ENSG00000145860,ENSG00000162298,ENSG00000167770,ENSG00000168936,ENSG00000185345,ENSG00000204308
STX4	ENSG00000103496	Q12846	OG6v0007899.28	ENSELUG00000009200	ENSSSAG00000041484,ENSSSAG00000066437	1:1:2	ENSG00000076944,ENSG00000092531,ENSG00000099940,ENSG00000116266,ENSG00000132639,ENSG00000136854,ENSG00000168899
SNRPE	ENSG00000182004	P62304	OG6v0008152.28	ENSELUG00000026835	ENSSSAG00000077850,ENSSSAG00000058564	1:1:2	ENSG00000106355,ENSG00000121058,ENSG00000140829,ENSG00000143256,ENSG00000164167,ENSG00000164609,ENSG00000168894
PALB2	ENSG00000083093	Q86YC2	OG6v0008157.28	ENSELUG00000028489	ENSSSAG00000004625,ENSSSAG00000000823	1:1:2	ENSG00000004487,ENSG00000012048,ENSG00000077232,ENSG00000108384,ENSG00000131495,ENSG00000157426,ENSG00000165264
ATP7A	ENSG00000165240	Q04656	OG6v0008271.27	ENSELUG00000023084	ENSSSAG00000041826,ENSSSAG00000108486	1:1:2	ENSG00000070269,ENSG00000116209,ENSG00000123454,ENSG00000138448,ENSG00000152256,ENSG00000163755,ENSG00000177556
SORCS3	ENSG00000156395	Q9UPU3	OG6v0008317.27	ENSELUG00000005412	ENSSSAG00000009812,ENSSSAG00000075924	1:1:2	ENSG00000064300,ENSG00000124788,ENSG00000156113,ENSG00000163873,ENSG00000166342,ENSG00000168959,ENSG00000184226
COPA	ENSG00000122218	P53621	OG6v0008324.27	ENSELUG00000003807	ENSSSAG00000005526,ENSSSAG00000062605	1:1:2	ENSG00000011143,ENSG00000092148,ENSG00000105669,ENSG00000129083,ENSG00000147654,ENSG00000149182,ENSG00000181789
USP8	ENSG00000138592	P40818	OG6v0008342.27	ENSELUG00000019872	ENSSSAG00000121071,ENSSSAG00000010195	1:1:2	ENSG00000048028,ENSG00000067900,ENSG00000076201,ENSG00000136738,ENSG00000146648,ENSG00000148400,ENSG00000185359
NCAPG2	ENSG00000146918	Q86XI2	OG6v0008349.27	ENSELUG00000005235	ENSSSAG00000063602,ENSSSAG00000056025	1:1:2	ENSG00000012048,ENSG00000025770,ENSG00000102362,ENSG00000113810,ENSG00000129534,ENSG00000162367,ENSG00000167085
EPS15	ENSG00000085832	P42566	OG6v0008393.27	ENSELUG00000008258	ENSSSAG00000066261,ENSSSAG00000080308	1:1:2	ENSG00000127527,ENSG00000130779,ENSG00000133961,ENSG00000136738,ENSG00000146648,ENSG00000157107,ENSG00000205726
ATP6V0A2	ENSG00000185344	Q9Y487	OG6v0008472.27	ENSELUG00000013399	ENSSSAG00000009798,ENSSSAG00000054796	1:1:2	ENSG00000047249,ENSG00000117394,ENSG00000134243,ENSG00000159720,ENSG00000171130,ENSG00000184985,ENSG00000219200
EPC2	ENSG00000135999	Q52LR7	OG6v0008498.27	ENSELUG00000004633	ENSSSAG00000057918,ENSSSAG00000081641	1:1:2	ENSG00000071243,ENSG00000103510,ENSG00000136504,ENSG00000153487,ENSG00000163875,ENSG00000172977,ENSG00000178028
NOL11	ENSG00000130935	Q9H8H0	OG6v0008556.27	ENSELUG00000014543	ENSSSAG00000064522,ENSSSAG00000006299	1:1:2	ENSG00000063978,ENSG00000065183,ENSG00000115368,ENSG00000163811,ENSG00000164338,ENSG00000187051,ENSG00000278053
TRIM67	ENSG00000119283	Q6ZTA4	OG6v0008620.27	ENSELUG00000001128	ENSSSAG00000069311,ENSSSAG00000069323	1:1:2	ENSG00000100505,ENSG00000109775,ENSG00000113282,ENSG00000125970,ENSG00000140682,ENSG00000196935,ENSG00000204843
RPN2	ENSG00000118705	P04844	OG6v0008649.27	ENSELUG00000024314	ENSSSAG00000080999,ENSSSAG00000076745	1:1:2	ENSG00000065485,ENSG00000067167,ENSG00000100147,ENSG00000134910,ENSG00000163902,ENSG00000180879,ENSG00000244038
RIPK1	ENSG00000137275	Q13546	OG6v0008661.27	ENSELUG00000019275	ENSSSAG00000001978,ENSSSAG00000080317	1:1:2	ENSG00000036672,ENSG00000057663,ENSG00000101966,ENSG00000136869,ENSG00000164342,ENSG00000168040,ENSG00000177595
FAM234B	ENSG00000084444	A2RU67	OG6v0008675.27	ENSELUG00000008971	ENSSSAG00000039086,ENSSSAG00000060676	1:1:2	ENSG00000055211,ENSG00000116209,ENSG00000149357,ENSG00000154122,ENSG00000155893,ENSG00000171877,ENSG00000196396
SMARCD1	ENSG00000066117	Q96GM5	OG6v0008803.27	ENSELUG00000015713	ENSSSAG00000067559,ENSSSAG00000043397	1:1:2	ENSG00000049618,ENSG00000073584,ENSG00000080503,ENSG00000139613,ENSG00000163939,ENSG00000169744,ENSG00000189079
ACBD5	ENSG00000107897	Q5T8D3	OG6v0008888.27	ENSELUG00000008143	ENSSSAG00000006935,ENSSSAG00000077282	1:1:2	ENSG00000034693,ENSG00000081177,ENSG00000115839,ENSG00000131779,ENSG00000134109,ENSG00000181513,ENSG00000196396
COPS3	ENSG00000141030	Q9UNS2	OG6v0009000.27	ENSELUG00000006412	ENSSSAG00000066197,ENSSSAG00000078892	1:1:2	ENSG00000111652,ENSG00000121022,ENSG00000138663,ENSG00000144524,ENSG00000168090,ENSG00000172428,ENSG00000198612
IRX1	ENSG00000170549	P78414	OG6v0009014.27	ENSELUG00000003928	ENSSSAG00000010557	1:1:1	ENSG00000041880,ENSG00000102572,ENSG00000105507,ENSG00000112769,ENSG00000130508,ENSG00000163788,ENSG00000166192
MRPS27	ENSG00000113048	Q92552	OG6v0009072.27	ENSELUG00000002400	ENSSSAG00000065964,ENSSSAG00000074892	1:1:2	ENSG00000074071,ENSG00000084092,ENSG00000085760,ENSG00000100294,ENSG00000143252,ENSG00000158042,ENSG00000163319
JAM3	ENSG00000166086	Q9BX67	OG6v0009177.27	ENSELUG00000015537	ENSSSAG00000052498,ENSSSAG00000100707	1:1:2	ENSG00000079931,ENSG00000112038,ENSG00000138798,ENSG00000144583,ENSG00000146411,ENSG00000154721,ENSG00000170989
STX16	ENSG00000124222	O14662	OG6v0009239.27	ENSELUG00000021301	ENSSSAG00000051743,ENSSSAG00000114701	1:1:2	ENSG00000100568,ENSG00000117533,ENSG00000132639,ENSG00000136631,ENSG00000136874,ENSG00000141252,ENSG00000151532
CAPZB	ENSG00000077549	P47756	OG6v0009246.39	ENSELUG00000014022	ENSSSAG00000097483,ENSSSAG00000111915	1:1:2	ENSG00000079691,ENSG00000110841,ENSG00000147010,ENSG00000162244,ENSG00000185591,ENSG00000198898,ENSG00000259494
MAFA	ENSG00000182759	Q8NHW3	OG6v0009259.27	ENSELUG00000024290	ENSSSAG00000111841,ENSSSAG00000121304	1:1:2	ENSG00000082641,ENSG00000108788,ENSG00000116044,ENSG00000123405,ENSG00000156127,ENSG00000156273,ENSG00000196428
PCGF1	ENSG00000115289	Q9BSM1	OG6v0009298.27	ENSELUG00000022082	ENSSSAG00000073584,ENSSSAG00000076508	1:1:2	ENSG00000085185,ENSG00000089094,ENSG00000121481,ENSG00000141570,ENSG00000143569,ENSG00000163930,ENSG00000204227
ID2	ENSG00000115738	Q02363	OG6v0009419.27	ENSELUG00000013072	ENSSSAG00000121872	1:1:1	ENSG00000090989,ENSG00000111049,ENSG00000117318,ENSG00000129993,ENSG00000172201,ENSG00000184221,ENSG00000196628
IFT20	ENSG00000109083	Q8IY31	OG6v0009560.27	ENSELUG00000001584	ENSSSAG00000097496	1:1:1	ENSG00000090581,ENSG00000103351,ENSG00000104164,ENSG00000114446,ENSG00000164252,ENSG00000204104,ENSG00000213024
ID4	ENSG00000172201	P47928	OG6v0009567.27	ENSELUG00000032505	ENSSSAG00000108096,ENSSSAG00000053540	1:1:2	ENSG00000111049,ENSG00000115738,ENSG00000122180,ENSG00000123268,ENSG00000130222,ENSG00000184221,ENSG00000196628
UVRAG	ENSG00000198382	Q9P2Y5	OG6v0009906.26	ENSELUG00000023991	ENSSSAG00000075228,ENSSSAG00000071761	1:1:2	ENSG00000078142,ENSG00000102445,ENSG00000104142,ENSG00000126581,ENSG00000126775,ENSG00000145016,ENSG00000196455
MTA3	ENSG00000057935	Q9BTC8	OG6v0009907.26	ENSELUG00000002680	ENSSSAG00000074371,ENSSSAG00000069251	1:1:2	ENSG00000071655,ENSG00000113916,ENSG00000127152,ENSG00000141568,ENSG00000149480,ENSG00000167491,ENSG00000182979
UBA2	ENSG00000126261	Q9UBT2	OG6v0009939.26	ENSELUG00000010858	ENSSSAG00000047304,ENSSSAG00000106121	1:1:2	ENSG00000074266,ENSG00000130234,ENSG00000142230,ENSG00000171262,ENSG00000174780,ENSG00000197769,ENSG00000244005
RPN1	ENSG00000163902	P04843	OG6v0009977.26	ENSELUG00000006555	ENSSSAG00000079722,ENSSSAG00000081705	1:1:2	ENSG00000110917,ENSG00000113161,ENSG00000118705,ENSG00000127022,ENSG00000134910,ENSG00000164615,ENSG00000244038
NELFCD	ENSG00000101158	Q8IXH7	OG6v0010001.26	ENSELUG00000021399	ENSSSAG00000109044,ENSSSAG00000105567	1:1:2	ENSG00000072364,ENSG00000114062,ENSG00000134371,ENSG00000137948,ENSG00000185049,ENSG00000188986,ENSG00000196235
NUP58	ENSG00000139496	Q9BVL2	OG6v0010004.26	ENSELUG00000009379	ENSSSAG00000052260,ENSSSAG00000077750	1:1:2	ENSG00000102900,ENSG00000110713,ENSG00000132182,ENSG00000133687,ENSG00000138750,ENSG00000146842,ENSG00000213024
BORCS6	ENSG00000196544	Q96GS4	OG6v0010201.26	ENSELUG00000011391	ENSSSAG00000067491,ENSSSAG00000076948	1:1:2	ENSG00000083535,ENSG00000105700,ENSG00000116586,ENSG00000135441,ENSG00000143553,ENSG00000165714,ENSG00000196072
LDB2	ENSG00000169744	O43679	OG6v0010322.26	ENSELUG00000003229	ENSSSAG00000015658,ENSSSAG00000119197	1:1:2	ENSG00000048540,ENSG00000066117,ENSG00000135363,ENSG00000145687,ENSG00000157216,ENSG00000162624,ENSG00000166407
POLR1C	ENSG00000171453	O15160	OG6v0010348.26	ENSELUG00000013027	ENSSSAG00000055445,ENSSSAG00000005525	1:1:2	ENSG00000058600,ENSG00000130508,ENSG00000147669,ENSG00000148606,ENSG00000170540,ENSG00000177700,ENSG00000186184
CYC1	ENSG00000179091	P08574	OG6v0010494.26	ENSELUG00000018628	ENSSSAG00000056376,ENSSSAG00000076153	1:1:2	ENSG00000136449,ENSG00000156467,ENSG00000167792,ENSG00000172115,ENSG00000184076,ENSG00000233954,ENSG00000262814
SCN3B	ENSG00000166257	Q9NY72	OG6v0010594.26	ENSELUG00000015536	ENSSSAG00000112502,ENSSSAG00000102455	1:1:2	ENSG00000113734,ENSG00000116685,ENSG00000132406,ENSG00000135185,ENSG00000149575,ENSG00000157593,ENSG00000198821
RPS5	ENSG00000083845	P46782	OG6v0010650.26	ENSELUG00000007427	ENSSSAG00000073777,ENSSSAG00000078329	1:1:2	ENSG00000100353,ENSG00000105193,ENSG00000118181,ENSG00000138326,ENSG00000158545,ENSG00000179119,ENSG00000233927
MED22	ENSG00000148297	Q15528	OG6v0010697.26	ENSELUG00000032822	ENSSSAG00000104310,ENSSSAG00000096207	1:1:2	ENSG00000042429,ENSG00000118579,ENSG00000130772,ENSG00000133997,ENSG00000134058,ENSG00000159479,ENSG00000164758
CD164	ENSG00000135535	Q04900	OG6v0010724.26	ENSELUG00000016948	ENSSSAG00000083978,ENSSSAG00000098472	1:1:2	ENSG00000105404,ENSG00000130962,ENSG00000139364,ENSG00000139971,ENSG00000162817,ENSG00000183160,ENSG00000224982
HYPK	ENSG00000242028	Q9NX55	OG6v0010769.26	ENSELUG00000002778	ENSSSAG00000111134,ENSSSAG00000006723	1:1:2	ENSG00000034713,ENSG00000112773,ENSG00000115128,ENSG00000121579,ENSG00000123154,ENSG00000146648,ENSG00000198707
LSM5	ENSG00000106355	Q9Y4Y9	OG6v0010800.26	ENSELUG00000007792	ENSSSAG00000076939,ENSSSAG00000008611	1:1:2	ENSG00000117360,ENSG00000140307,ENSG00000164040,ENSG00000164167,ENSG00000170860,ENSG00000182004,ENSG00000198258
FGFR3	ENSG00000068078	P22607	OG6v0011006.25	ENSELUG00000026381	ENSSSAG00000062885,ENSSSAG00000103995	1:1:2	ENSG00000066468,ENSG00000070193,ENSG00000077782,ENSG00000107831,ENSG00000138685,ENSG00000158815,ENSG00000173546
ERCC3	ENSG00000163161	P19447	OG6v0011032.25	ENSELUG00000000089	ENSSSAG00000006281	1:1:1	ENSG00000020426,ENSG00000133997,ENSG00000153767,ENSG00000163945,ENSG00000187735,ENSG00000197265,ENSG00000213780
PTPRR	ENSG00000153233	Q15256	OG6v0011075.25	ENSELUG00000012287	ENSSSAG00000121856	1:1:1	ENSG00000100030,ENSG00000102882,ENSG00000110786,ENSG00000138031,ENSG00000164070,ENSG00000185386,ENSG00000198400
PIGQ	ENSG00000007541	Q9BRB3	OG6v0011100.25	ENSELUG00000012811	ENSSSAG00000076430,ENSSSAG00000093084	1:1:2	ENSG00000100564,ENSG00000135845,ENSG00000136908,ENSG00000165195,ENSG00000166575,ENSG00000173409,ENSG00000204116
CREB5	ENSG00000146592	Q02930	OG6v0011195.26	ENSELUG00000007691	ENSSSAG00000040675,ENSSSAG00000068078	1:1:2	ENSG00000075426,ENSG00000115966,ENSG00000125740,ENSG00000165030,ENSG00000170345,ENSG00000175592,ENSG00000177606
RNASEH2A	ENSG00000104889	O75792	OG6v0011384.25	ENSELUG00000023079	ENSSSAG00000007077,ENSSSAG00000007380	1:1:2	ENSG00000087152,ENSG00000119333,ENSG00000136104,ENSG00000156239,ENSG00000159140,ENSG00000168802,ENSG00000172922
RRP7A	ENSG00000189306	Q9Y3A4	OG6v0011497.25	ENSELUG00000009036	ENSSSAG00000039300,ENSSSAG00000039601	1:1:2	ENSG00000008988,ENSG00000115761,ENSG00000148843,ENSG00000165733,ENSG00000172530,ENSG00000187051,ENSG00000213782
GLRX5	ENSG00000182512	Q86SX6	OG6v0011593.25	ENSELUG00000010281	ENSSSAG00000084196	1:1:1	ENSG00000103202,ENSG00000117862,ENSG00000119723,ENSG00000163170,ENSG00000165898,ENSG00000168275,ENSG00000178096
MRPL51	ENSG00000111639	Q4U2R6	OG6v0011697.25	ENSELUG00000017748	ENSSSAG00000113607	1:1:1	ENSG00000086504,ENSG00000105364,ENSG00000132313,ENSG00000136522,ENSG00000137547,ENSG00000171421,ENSG00000181610
RAD51C	ENSG00000108384	O43502	OG6v0011760.25	ENSELUG00000012402	ENSSSAG00000115752	1:1:1	ENSG00000070950,ENSG00000083093,ENSG00000126215,ENSG00000182185,ENSG00000185379,ENSG00000196584,ENSG00000198087
ARHGEF11	ENSG00000132694	O15085	OG6v0011835.24	ENSELUG00000006411	ENSSSAG00000049170,ENSSSAG00000055277	1:1:2	ENSG00000072422,ENSG00000076928,ENSG00000115904,ENSG00000120063,ENSG00000143878,ENSG00000146535,ENSG00000160360
VPS18	ENSG00000104142	Q9P253	OG6v0011877.24	ENSELUG00000020496	ENSSSAG00000056372,ENSSSAG00000042597	1:1:2	ENSG00000006715,ENSG00000135966,ENSG00000139719,ENSG00000156931,ENSG00000166887,ENSG00000170310,ENSG00000198382
CEP63	ENSG00000182923	Q96MT8	OG6v0011934.26	ENSELUG00000007285	ENSSSAG00000047113	1:1:1	ENSG00000084652,ENSG00000100629,ENSG00000103995,ENSG00000130695,ENSG00000166037,ENSG00000175455,ENSG00000183137
PRPF31	ENSG00000105618	Q8WWY3	OG6v0012045.24	ENSELUG00000014820	ENSSSAG00000004556,ENSSSAG00000008756	1:1:2	ENSG00000101161,ENSG00000136875,ENSG00000140830,ENSG00000166946,ENSG00000168883,ENSG00000183431,ENSG00000204560
PSMB7	ENSG00000136930	Q99436	OG6v0012256.24	ENSELUG00000019284	ENSSSAG00000070917	1:1:1	ENSG00000008018,ENSG00000132963,ENSG00000142507,ENSG00000145494,ENSG00000159377,ENSG00000240065,ENSG00000277791
MRPS15	ENSG00000116898	P82914	OG6v0012263.24	ENSELUG00000017968	ENSSSAG00000037592,ENSSSAG00000041549	1:1:2	ENSG00000122140,ENSG00000125901,ENSG00000130312,ENSG00000175756,ENSG00000198130,ENSG00000239789,ENSG00000243927
UBE2J2	ENSG00000160087	Q8N2K1	OG6v0012267.24	ENSELUG00000016091	ENSSSAG00000095817,ENSSSAG00000024661	1:1:2	ENSG00000072849,ENSG00000091073,ENSG00000100532,ENSG00000145860,ENSG00000167770,ENSG00000168936,ENSG00000170881
MSRB2	ENSG00000148450	Q9Y3D2	OG6v0012359.24	ENSELUG00000011233	ENSSSAG00000070582	1:1:1	ENSG00000117691,ENSG00000117862,ENSG00000120992,ENSG00000133943,ENSG00000158042,ENSG00000175229,ENSG00000215845
TMEM218	ENSG00000150433	A2RU14	OG6v0012390.24	ENSELUG00000024751	ENSSSAG00000104639,ENSSSAG00000051258	1:1:2	ENSG00000100100,ENSG00000100568,ENSG00000162512,ENSG00000177042,ENSG00000179673,ENSG00000187049,ENSG00000204852
COA3	ENSG00000183978	Q9Y2R0	OG6v0012451.24	ENSELUG00000029400	ENSSSAG00000087478	1:1:1	ENSG00000106603,ENSG00000109919,ENSG00000143198,ENSG00000178449,ENSG00000187118,ENSG00000250317,ENSG00000269743
CATSPER1	ENSG00000175294	Q8NEC5	OG6v0012462.24	ENSELUG00000029819	ENSSSAG00000006411,ENSSSAG00000111468	1:1:2	ENSG00000133962,ENSG00000152705,ENSG00000166762,ENSG00000174898,ENSG00000179397,ENSG00000214360,ENSG00000261587
IQGAP3	ENSG00000183856	Q86VI3	OG6v0012503.23	ENSELUG00000008447	ENSSSAG00000073345	1:1:1	ENSG00000111404,ENSG00000122035,ENSG00000134533,ENSG00000137135,ENSG00000142611,ENSG00000145703,ENSG00000175544
CCDC93	ENSG00000125633	Q567U6	OG6v0012627.23	ENSELUG00000000250	ENSSSAG00000063646	1:1:1	ENSG00000101997,ENSG00000105479,ENSG00000114744,ENSG00000119979,ENSG00000145781,ENSG00000149600,ENSG00000170619
ZBTB2	ENSG00000181472	Q8N680	OG6v0012656.23	ENSELUG00000000662	ENSSSAG00000119524	1:1:1	ENSG00000009954,ENSG00000089775,ENSG00000128585,ENSG00000168826,ENSG00000179456,ENSG00000198954,ENSG00000242372
MNAT1	ENSG00000020426	P51948	OG6v0012790.23	ENSELUG00000011286	ENSSSAG00000042722,ENSSSAG00000000424	1:1:2	ENSG00000110768,ENSG00000132964,ENSG00000134058,ENSG00000134480,ENSG00000153767,ENSG00000163161,ENSG00000180336
MALSU1	ENSG00000156928	Q96EH3	OG6v0012864.23	ENSELUG00000003006	ENSSSAG00000015845	1:1:1	ENSG00000084092,ENSG00000115128,ENSG00000122687,ENSG00000148824,ENSG00000158042,ENSG00000170946,ENSG00000180992
DPM2	ENSG00000136908	O94777	OG6v0013028.23	ENSELUG00000021540	ENSSSAG00000047417	1:1:1	ENSG00000000419,ENSG00000007541,ENSG00000100564,ENSG00000165195,ENSG00000167397,ENSG00000179085,ENSG00000185808
RECQL4	ENSG00000160957	O94761	OG6v0013180.22	ENSELUG00000022177	ENSSSAG00000024550	1:1:1	ENSG00000091651,ENSG00000119705,ENSG00000135900,ENSG00000141293,ENSG00000160256,ENSG00000163781,ENSG00000166508
FLT1	ENSG00000102755	P17948	OG6v0013198.22	ENSELUG00000000532	ENSSSAG00000065213	1:1:1	ENSG00000037280,ENSG00000099250,ENSG00000112715,ENSG00000119630,ENSG00000128052,ENSG00000148734,ENSG00000173511
PEX1	ENSG00000127980	O43933	OG6v0013202.22	ENSELUG00000021152	ENSSSAG00000015786	1:1:1	ENSG00000004766,ENSG00000032742,ENSG00000108733,ENSG00000124587,ENSG00000174405,ENSG00000198677,ENSG00000215193
WDHD1	ENSG00000198554	O75717	OG6v0013219.22	ENSELUG00000015575	ENSSSAG00000074759	1:1:1	ENSG00000011295,ENSG00000013573,ENSG00000065328,ENSG00000084676,ENSG00000093009,ENSG00000131153,ENSG00000165501
INTS8	ENSG00000164941	Q75QN2	OG6v0013233.22	ENSELUG00000008666	ENSSSAG00000078517	1:1:1	ENSG00000102786,ENSG00000108506,ENSG00000147669,ENSG00000165359,ENSG00000170473,ENSG00000196235,ENSG00000229474
BBS9	ENSG00000122507	Q3SYG4	OG6v0013237.22	ENSELUG00000000371	ENSSSAG00000040453	1:1:1	ENSG00000125124,ENSG00000138686,ENSG00000144283,ENSG00000163093,ENSG00000165219,ENSG00000165533,ENSG00000174483
ANAPC4	ENSG00000053900	Q9UJX5	OG6v0013273.22	ENSELUG00000005347	ENSSSAG00000068615	1:1:1	ENSG00000089053,ENSG00000110200,ENSG00000124688,ENSG00000135913,ENSG00000166295,ENSG00000176248,ENSG00000197323
TBRG1	ENSG00000154144	Q3YBR2	OG6v0013384.22	ENSELUG00000017458	ENSSSAG00000054775	1:1:1	ENSG00000014164,ENSG00000054690,ENSG00000105619,ENSG00000128908,ENSG00000142303,ENSG00000169592,ENSG00000170322
COQ6	ENSG00000119723	Q9Y2Z9	OG6v0013401.22	ENSELUG00000008079	ENSSSAG00000005640	1:1:1	ENSG00000075035,ENSG00000088682,ENSG00000115520,ENSG00000135241,ENSG00000163050,ENSG00000167113,ENSG00000182512
GTF2E1	ENSG00000153767	P29083	OG6v0013454.22	ENSELUG00000014666	ENSSSAG00000072598	1:1:1	ENSG00000020426,ENSG00000110768,ENSG00000111358,ENSG00000163161,ENSG00000168002,ENSG00000197265,ENSG00000213780
PDK1	ENSG00000152256	Q15118	OG6v0013459.22	ENSELUG00000021984	ENSSSAG00000058131	1:1:1	ENSG00000004799,ENSG00000115241,ENSG00000134323,ENSG00000136717,ENSG00000139726,ENSG00000165240,ENSG00000180992
CATIP	ENSG00000158428	Q7Z7H3	OG6v0013487.22	ENSELUG00000005308	ENSSSAG00000086729	1:1:1	ENSG00000102802,ENSG00000126870,ENSG00000145358,ENSG00000155085,ENSG00000178796,ENSG00000183833,ENSG00000186471
RSL1D1	ENSG00000171490	O76021	OG6v0013492.22	ENSELUG00000019243	ENSSSAG00000041535,ENSSSAG00000094832	1:1:2	ENSG00000048162,ENSG00000088205,ENSG00000105373,ENSG00000148303,ENSG00000155438,ENSG00000179041,ENSG00000188739
VHL	ENSG00000134086	P40337	OG6v0013658.22	ENSELUG00000016421	ENSSSAG00000045872	1:1:1	ENSG00000055483,ENSG00000109046,ENSG00000115350,ENSG00000120833,ENSG00000140682,ENSG00000187266,ENSG00000196372
WDR90	ENSG00000161996	Q96KV7	OG6v0013847.21	ENSELUG00000009613	ENSSSAG00000057093	1:1:1	ENSG00000070814,ENSG00000078674,ENSG00000115274,ENSG00000140961,ENSG00000152822,ENSG00000163576,ENSG00000180834
SYMPK	ENSG00000125755	Q92797	OG6v0013898.21	ENSELUG00000000850	ENSSSAG00000074347	1:1:1	ENSG00000090273,ENSG00000119203,ENSG00000136709,ENSG00000149308,ENSG00000158526,ENSG00000160075,ENSG00000165934
CCDC39	ENSG00000284862	Q9UFE4	OG6v0013966.21	ENSELUG00000023736	ENSSSAG00000051402	1:1:1	ENSG00000103021,ENSG00000139537,ENSG00000141519,ENSG00000157578,ENSG00000164252,ENSG00000164675,ENSG00000183833
EXOC7	ENSG00000182473	Q9UPT5	OG6v0014038.21	ENSELUG00000011265	ENSSSAG00000002146	1:1:1	ENSG00000070367,ENSG00000090989,ENSG00000112685,ENSG00000115504,ENSG00000116903,ENSG00000138190,ENSG00000144036
IFT74	ENSG00000096872	Q96LB3	OG6v0014122.21	ENSELUG00000001548	ENSSSAG00000071198	1:1:1	ENSG00000032742,ENSG00000081870,ENSG00000100360,ENSG00000118096,ENSG00000122970,ENSG00000128581,ENSG00000204104
DBH	ENSG00000123454	P09172	OG6v0014171.21	ENSELUG00000006960	ENSSSAG00000041010	1:1:1	ENSG00000008283,ENSG00000036565,ENSG00000115705,ENSG00000158748,ENSG00000165188,ENSG00000165240,ENSG00000180772
LARP7	ENSG00000174720	Q4G0J3	OG6v0014190.21	ENSELUG00000015341	ENSSSAG00000005799	1:1:1	ENSG00000008294,ENSG00000064703,ENSG00000124383,ENSG00000128915,ENSG00000129347,ENSG00000163950,ENSG00000172493
EFHB	ENSG00000163576	Q8N7U6	OG6v0014194.21	ENSELUG00000013423	ENSSSAG00000074537	1:1:1	ENSG00000138587,ENSG00000143156,ENSG00000156206,ENSG00000161996,ENSG00000172361,ENSG00000188523,ENSG00000204711
GTF3C5	ENSG00000148308	Q9Y5Q8	OG6v0014249.21	ENSELUG00000016886	ENSSSAG00000064231	1:1:1	ENSG00000113356,ENSG00000115207,ENSG00000119041,ENSG00000125484,ENSG00000155115,ENSG00000159069,ENSG00000166164
UTP15	ENSG00000164338	Q8TED0	OG6v0014253.21	ENSELUG00000004259	ENSSSAG00000009116	1:1:1	ENSG00000011260,ENSG00000115368,ENSG00000130935,ENSG00000140534,ENSG00000163811,ENSG00000171824,ENSG00000184967
KANSL2	ENSG00000139620	Q9H9L4	OG6v0014263.21	ENSELUG00000000222	ENSSSAG00000038942	1:1:1	ENSG00000025293,ENSG00000112983,ENSG00000114982,ENSG00000120616,ENSG00000129292,ENSG00000144445,ENSG00000187778
CIR1	ENSG00000138433	Q86X95	OG6v0014379.21	ENSELUG00000022576	ENSSSAG00000108398	1:1:1	ENSG00000105248,ENSG00000140829,ENSG00000150316,ENSG00000163510,ENSG00000164610,ENSG00000169375,ENSG00000273559
CLUAP1	ENSG00000103351	Q96AJ1	OG6v0014382.21	ENSELUG00000001265	ENSSSAG00000058582	1:1:1	ENSG00000032742,ENSG00000101052,ENSG00000109083,ENSG00000114446,ENSG00000115165,ENSG00000138002,ENSG00000204104
SUPT7L	ENSG00000119760	O94864	OG6v0014411.21	ENSELUG00000015089	ENSSSAG00000083100	1:1:1	ENSG00000106290,ENSG00000135801,ENSG00000152382,ENSG00000162227,ENSG00000163872,ENSG00000166337,ENSG00000196284
NGDN	ENSG00000129460	Q8NEJ9	OG6v0014508.21	ENSELUG00000022676	ENSSSAG00000081284	1:1:1	ENSG00000065183,ENSG00000114767,ENSG00000138326,ENSG00000143633,ENSG00000146909,ENSG00000165733,ENSG00000275700
ATP5F1E	ENSG00000124172	P56381	OG6v0014875.21	ENSELUG00000013735	ENSSSAG00000077672	1:1:1	ENSG00000110315,ENSG00000134056,ENSG00000154723,ENSG00000165629,ENSG00000166337,ENSG00000182534,ENSG00000224877
CNTRL	ENSG00000119397	Q7Z7A1	OG6v0014935.20	ENSELUG00000009796	ENSSSAG00000044457	1:1:1	ENSG00000100304,ENSG00000100629,ENSG00000104983,ENSG00000130640,ENSG00000136811,ENSG00000175592,ENSG00000204843
